order_id,order_date,year,month,quarter,month_name,customer_id,product_id,category,channel,size,quantity,mrp,discount_pct,selling_price,revenue_inr,cogs_inr,gross_profit_inr,gross_margin_pct,order_status,is_returned,payment_method,city
ORD-00137,2024-05-12,2024,5,Q2,May,CUST-0161,TSS-0122,Basics,Amazon,XL,1,899,11.7,794.0,794.0,336.0,458.0,57.7,Delivered,False,Credit Card,Ahmedabad
ORD-00138,2024-05-12,2024,5,Q2,May,CUST-0161,TSS-0018,DC,Amazon,M,1,699,9.5,633.0,633.0,265.0,368.0,58.1,Delivered,False,Wallet,Ahmedabad
ORD-00139,2024-05-12,2024,5,Q2,May,CUST-0161,TSS-0024,DC,Amazon,M,1,999,6.0,939.0,939.0,394.0,545.0,58.0,Cancelled,False,Wallet,Ahmedabad
ORD-00140,2024-01-20,2024,1,Q1,Jan,CUST-0027,TSS-0027,DC,D2C Website,XXL,1,699,11.6,618.0,618.0,272.0,346.0,56.0,Delivered,False,UPI,Bengaluru
ORD-00141,2024-10-12,2024,10,Q4,Oct,CUST-0180,TSS-0072,Harry Potter,Myntra,M,2,699,27.5,507.0,1014.0,430.0,584.0,57.6,Delivered,False,COD,Delhi
ORD-00142,2022-03-09,2022,3,Q1,Mar,CUST-0137,TSS-0080,Music,D2C Website,M,1,1599,9.8,1442.0,1442.0,576.0,866.0,60.1,Cancelled,False,UPI,Chandigarh
ORD-00143,2022-03-09,2022,3,Q1,Mar,CUST-0137,TSS-0087,Music,D2C Website,L,1,599,8.1,550.0,550.0,212.0,338.0,61.5,Returned,True,Wallet,Chandigarh
ORD-00144,2022-10-14,2022,10,Q4,Oct,CUST-0272,TSS-0041,Friends,Flipkart,M,2,599,22.4,465.0,930.0,488.0,442.0,47.5,Delivered,False,UPI,Chandigarh
ORD-00145,2022-10-20,2022,10,Q4,Oct,CUST-0080,TSS-0021,DC,Offline (Studio Store),L,1,1599,14.2,1372.0,1372.0,562.0,810.0,59.0,Delivered,False,Credit Card,Mumbai
ORD-00146,2022-07-14,2022,7,Q3,Jul,CUST-0263,TSS-0125,Basics,Flipkart,M,1,799,13.2,693.0,693.0,252.0,441.0,63.6,Delivered,False,UPI,Kolkata
ORD-00147,2023-10-07,2023,10,Q4,Oct,CUST-0105,TSS-0066,Harry Potter,Amazon,XS,2,1699,12.4,1489.0,2978.0,1332.0,1646.0,55.3,Cancelled,False,COD,Mumbai
ORD-00148,2023-10-07,2023,10,Q4,Oct,CUST-0105,TSS-0075,Harry Potter,Amazon,S,2,1699,18.9,1377.0,2754.0,1358.0,1396.0,50.7,Delivered,False,Net Banking,Mumbai
ORD-00149,2023-01-15,2023,1,Q1,Jan,CUST-0022,TSS-0081,Music,D2C Website,XL,2,1599,11.6,1414.0,2828.0,1156.0,1672.0,59.1,Delivered,False,Net Banking,Bengaluru
ORD-00150,2023-01-15,2023,1,Q1,Jan,CUST-0022,TSS-0148,Original Art,D2C Website,L,1,699,7.2,649.0,649.0,215.0,434.0,66.9,Cancelled,False,Wallet,Bengaluru
ORD-00151,2023-01-15,2023,1,Q1,Jan,CUST-0022,TSS-0110,Sports,D2C Website,M,1,1399,14.4,1198.0,1198.0,513.0,685.0,57.2,Delivered,False,Net Banking,Bengaluru
ORD-00152,2023-08-13,2023,8,Q3,Aug,CUST-0206,TSS-0087,Music,D2C Website,M,1,599,13.2,520.0,520.0,212.0,308.0,59.2,Delivered,False,Debit Card,Chandigarh
ORD-00153,2023-08-13,2023,8,Q3,Aug,CUST-0206,TSS-0057,Anime,D2C Website,S,3,799,9.8,721.0,2163.0,870.0,1293.0,59.8,Delivered,False,Credit Card,Chandigarh
ORD-00154,2023-08-13,2023,8,Q3,Aug,CUST-0206,TSS-0086,Music,D2C Website,M,1,599,7.8,552.0,552.0,203.0,349.0,63.2,Delivered,False,Wallet,Chandigarh
ORD-00155,2022-09-25,2022,9,Q3,Sep,CUST-0039,TSS-0119,Sports,Amazon,L,1,899,11.1,799.0,799.0,317.0,482.0,60.3,Delivered,False,Wallet,Ahmedabad
ORD-00156,2022-09-25,2022,9,Q3,Sep,CUST-0039,TSS-0145,Original Art,Amazon,S,1,599,7.5,554.0,554.0,217.0,337.0,60.8,Delivered,False,Debit Card,Ahmedabad
ORD-00157,2023-09-03,2023,9,Q3,Sep,CUST-0029,TSS-0116,Sports,Amazon,L,1,799,5.3,757.0,757.0,271.0,486.0,64.2,Delivered,False,COD,Bengaluru
ORD-00158,2023-10-19,2023,10,Q4,Oct,CUST-0260,TSS-0011,Marvel,Myntra,S,1,899,27.9,648.0,648.0,359.0,289.0,44.6,Delivered,False,UPI,Noida
ORD-00159,2023-10-19,2023,10,Q4,Oct,CUST-0260,TSS-0116,Sports,Myntra,S,2,799,26.6,586.0,1172.0,542.0,630.0,53.8,Delivered,False,COD,Noida
ORD-00160,2022-01-23,2022,1,Q1,Jan,CUST-0089,TSS-0113,Sports,Flipkart,L,1,1199,13.2,1041.0,1041.0,427.0,614.0,59.0,Delivered,False,Net Banking,Bhopal
ORD-00161,2024-09-22,2024,9,Q3,Sep,CUST-0210,TSS-0086,Music,Nykaa Fashion,M,1,599,9.6,541.0,541.0,203.0,338.0,62.5,Delivered,False,Wallet,Noida
ORD-00162,2024-09-22,2024,9,Q3,Sep,CUST-0210,TSS-0017,DC,Nykaa Fashion,L,3,699,13.8,602.0,1806.0,861.0,945.0,52.3,Delivered,False,Debit Card,Noida
ORD-00163,2023-08-05,2023,8,Q3,Aug,CUST-0042,TSS-0080,Music,Amazon,XXL,3,1599,9.8,1443.0,4329.0,1728.0,2601.0,60.1,Cancelled,False,Wallet,Mumbai
ORD-00164,2023-08-05,2023,8,Q3,Aug,CUST-0042,TSS-0101,Movies & TV,Amazon,M,2,699,11.3,620.0,1240.0,496.0,744.0,60.0,Delivered,False,Wallet,Mumbai
ORD-00165,2023-08-05,2023,8,Q3,Aug,CUST-0042,TSS-0034,Friends,Amazon,XXL,1,899,10.4,806.0,806.0,314.0,492.0,61.0,Returned,True,Debit Card,Mumbai
ORD-00166,2024-03-11,2024,3,Q1,Mar,CUST-0093,TSS-0125,Basics,Nykaa Fashion,S,1,799,15.0,679.0,679.0,252.0,427.0,62.9,Delivered,False,COD,Kochi
ORD-00167,2024-03-11,2024,3,Q1,Mar,CUST-0093,TSS-0050,Anime,Nykaa Fashion,S,2,1499,13.2,1302.0,2604.0,1202.0,1402.0,53.8,Delivered,False,Wallet,Kochi
ORD-00168,2024-03-11,2024,3,Q1,Mar,CUST-0093,TSS-0058,Anime,Nykaa Fashion,XS,2,799,9.7,722.0,1444.0,542.0,902.0,62.5,Cancelled,False,Credit Card,Kochi
ORD-00169,2022-10-23,2022,10,Q4,Oct,CUST-0084,TSS-0043,Friends,D2C Website,S,2,699,15.2,593.0,1186.0,550.0,636.0,53.6,Delivered,False,Wallet,Lucknow
ORD-00170,2022-10-23,2022,10,Q4,Oct,CUST-0084,TSS-0113,Sports,D2C Website,M,1,1199,19.4,967.0,967.0,427.0,540.0,55.8,Cancelled,False,Credit Card,Lucknow
ORD-00171,2024-01-19,2024,1,Q1,Jan,CUST-0189,TSS-0119,Sports,Myntra,XL,1,899,16.0,755.0,755.0,317.0,438.0,58.0,Delivered,False,COD,Bengaluru
ORD-00172,2024-01-19,2024,1,Q1,Jan,CUST-0189,TSS-0073,Harry Potter,Myntra,M,1,699,13.1,607.0,607.0,214.0,393.0,64.7,Delivered,False,COD,Bengaluru
ORD-00173,2024-01-19,2024,1,Q1,Jan,CUST-0189,TSS-0098,Movies & TV,Myntra,S,2,1199,19.5,966.0,1932.0,760.0,1172.0,60.7,Delivered,False,Debit Card,Bengaluru
ORD-00174,2024-09-09,2024,9,Q3,Sep,CUST-0043,TSS-0132,Basics,Flipkart,XL,1,799,10.2,718.0,718.0,291.0,427.0,59.5,Delivered,False,Net Banking,Kochi
ORD-00175,2024-11-14,2024,11,Q4,Nov,CUST-0179,TSS-0129,Basics,Flipkart,M,1,899,19.7,722.0,722.0,339.0,383.0,53.0,Delivered,False,UPI,Gurgaon
ORD-00176,2024-10-05,2024,10,Q4,Oct,CUST-0172,TSS-0121,Basics,D2C Website,XL,2,699,18.0,573.0,1146.0,580.0,566.0,49.4,Delivered,False,UPI,Lucknow
ORD-00177,2023-07-27,2023,7,Q3,Jul,CUST-0010,TSS-0136,Original Art,Offline (Studio Store),M,2,899,5.4,851.0,1702.0,726.0,976.0,57.3,Delivered,False,UPI,Chennai
ORD-00178,2023-06-26,2023,6,Q2,Jun,CUST-0123,TSS-0017,DC,Flipkart,XXL,1,699,15.7,589.0,589.0,287.0,302.0,51.3,Delivered,False,Wallet,Nagpur
ORD-00179,2023-06-26,2023,6,Q2,Jun,CUST-0123,TSS-0029,DC,Flipkart,XL,1,699,10.1,628.0,628.0,293.0,335.0,53.3,Delivered,False,COD,Nagpur
ORD-00180,2022-10-22,2022,10,Q4,Oct,CUST-0214,TSS-0093,Movies & TV,Amazon,L,1,899,14.7,767.0,767.0,315.0,452.0,58.9,Delivered,False,Net Banking,Hyderabad
ORD-00181,2022-12-13,2022,12,Q4,Dec,CUST-0241,TSS-0065,Harry Potter,D2C Website,L,2,1399,20.3,1115.0,2230.0,986.0,1244.0,55.8,Delivered,False,Credit Card,Indore
ORD-00182,2022-12-13,2022,12,Q4,Dec,CUST-0241,TSS-0005,Marvel,D2C Website,XL,2,1699,16.7,1416.0,2832.0,1148.0,1684.0,59.5,Cancelled,False,Wallet,Indore
ORD-00183,2022-12-13,2022,12,Q4,Dec,CUST-0241,TSS-0092,Movies & TV,D2C Website,M,1,799,16.8,665.0,665.0,306.0,359.0,54.0,Cancelled,False,UPI,Indore
ORD-00184,2022-06-26,2022,6,Q2,Jun,CUST-0151,TSS-0011,Marvel,Myntra,XS,1,899,14.5,768.0,768.0,359.0,409.0,53.3,Cancelled,False,Debit Card,Gurgaon
ORD-00185,2024-02-07,2024,2,Q1,Feb,CUST-0019,TSS-0013,Marvel,Nykaa Fashion,M,1,799,13.9,688.0,688.0,335.0,353.0,51.3,Delivered,False,Net Banking,Kolkata
ORD-00186,2024-12-13,2024,12,Q4,Dec,CUST-0205,TSS-0048,Anime,Offline (Studio Store),L,3,699,14.5,598.0,1794.0,768.0,1026.0,57.2,Delivered,False,Wallet,Ahmedabad
ORD-00187,2022-07-20,2022,7,Q3,Jul,CUST-0218,TSS-0047,Anime,Flipkart,M,1,899,11.6,795.0,795.0,361.0,434.0,54.6,Delivered,False,Net Banking,Chennai
ORD-00188,2022-07-20,2022,7,Q3,Jul,CUST-0218,TSS-0140,Original Art,Flipkart,M,1,1499,13.8,1292.0,1292.0,501.0,791.0,61.2,Delivered,False,Net Banking,Chennai
ORD-00189,2022-07-20,2022,7,Q3,Jul,CUST-0218,TSS-0076,Music,Flipkart,L,2,899,9.3,815.0,1630.0,562.0,1068.0,65.5,Cancelled,False,Debit Card,Chennai
ORD-00190,2022-11-21,2022,11,Q4,Nov,CUST-0030,TSS-0132,Basics,Flipkart,XL,3,799,25.0,599.0,1797.0,873.0,924.0,51.4,Cancelled,False,UPI,Ahmedabad
ORD-00191,2022-08-25,2022,8,Q3,Aug,CUST-0065,TSS-0093,Movies & TV,D2C Website,S,1,899,14.6,768.0,768.0,315.0,453.0,59.0,Cancelled,False,Debit Card,Bhopal
ORD-00192,2022-08-25,2022,8,Q3,Aug,CUST-0065,TSS-0099,Movies & TV,D2C Website,L,2,1199,10.0,1079.0,2158.0,934.0,1224.0,56.7,Delivered,False,Net Banking,Bhopal
ORD-00193,2024-11-08,2024,11,Q4,Nov,CUST-0161,TSS-0007,Marvel,Amazon,M,1,999,20.9,790.0,790.0,343.0,447.0,56.6,Cancelled,False,Credit Card,Ahmedabad
ORD-00194,2024-11-08,2024,11,Q4,Nov,CUST-0161,TSS-0048,Anime,Amazon,S,2,699,19.3,564.0,1128.0,512.0,616.0,54.6,Delivered,False,Credit Card,Ahmedabad
ORD-00195,2024-11-08,2024,11,Q4,Nov,CUST-0161,TSS-0128,Basics,Amazon,S,2,1599,19.6,1286.0,2572.0,1142.0,1430.0,55.6,Delivered,False,Wallet,Ahmedabad
ORD-00196,2024-09-23,2024,9,Q3,Sep,CUST-0164,TSS-0139,Original Art,Flipkart,S,1,699,11.3,620.0,620.0,223.0,397.0,64.0,Delivered,False,Debit Card,Bhopal
ORD-00197,2022-10-07,2022,10,Q4,Oct,CUST-0261,TSS-0061,Harry Potter,D2C Website,S,1,799,16.6,666.0,666.0,251.0,415.0,62.3,Delivered,False,COD,Jaipur
ORD-00198,2022-10-07,2022,10,Q4,Oct,CUST-0261,TSS-0127,Basics,D2C Website,XL,1,1499,18.7,1218.0,1218.0,619.0,599.0,49.2,Cancelled,False,COD,Jaipur
ORD-00199,2024-02-27,2024,2,Q1,Feb,CUST-0211,TSS-0033,Friends,Flipkart,S,1,899,14.1,772.0,772.0,356.0,416.0,53.9,Delivered,False,Credit Card,Jaipur
ORD-00200,2024-02-27,2024,2,Q1,Feb,CUST-0211,TSS-0082,Music,Flipkart,XXL,2,1099,16.0,923.0,1846.0,806.0,1040.0,56.3,Delivered,False,Credit Card,Jaipur
ORD-00201,2023-06-28,2023,6,Q2,Jun,CUST-0222,TSS-0032,Friends,Amazon,XL,1,899,9.1,817.0,817.0,341.0,476.0,58.3,Delivered,False,Debit Card,Delhi
ORD-00202,2024-12-28,2024,12,Q4,Dec,CUST-0266,TSS-0051,Anime,Nykaa Fashion,L,1,1499,20.9,1186.0,1186.0,612.0,574.0,48.4,Delivered,False,COD,Lucknow
ORD-00203,2023-02-19,2023,2,Q1,Feb,CUST-0087,TSS-0087,Music,Amazon,XL,1,599,11.7,529.0,529.0,212.0,317.0,59.9,Delivered,False,UPI,Kolkata
ORD-00204,2024-07-25,2024,7,Q3,Jul,CUST-0024,TSS-0054,Anime,Amazon,XL,1,1099,8.3,1007.0,1007.0,396.0,611.0,60.7,Delivered,False,Wallet,Patna
ORD-00205,2024-07-25,2024,7,Q3,Jul,CUST-0024,TSS-0147,Original Art,Amazon,S,1,899,12.7,785.0,785.0,271.0,514.0,65.5,Cancelled,False,Debit Card,Patna
ORD-00206,2022-01-02,2022,1,Q1,Jan,CUST-0233,TSS-0107,Sports,Amazon,M,1,799,8.9,728.0,728.0,307.0,421.0,57.8,Delivered,False,Wallet,Bengaluru
ORD-00207,2024-02-28,2024,2,Q1,Feb,CUST-0164,TSS-0103,Movies & TV,D2C Website,S,1,999,8.0,919.0,919.0,359.0,560.0,60.9,Delivered,False,Credit Card,Bhopal
ORD-00208,2022-10-15,2022,10,Q4,Oct,CUST-0239,TSS-0025,DC,Flipkart,L,2,1199,21.9,936.0,1872.0,720.0,1152.0,61.5,Delivered,False,Debit Card,Bengaluru
ORD-00209,2024-06-07,2024,6,Q2,Jun,CUST-0296,TSS-0128,Basics,Offline (Studio Store),M,2,1599,5.7,1507.0,3014.0,1142.0,1872.0,62.1,Delivered,False,Net Banking,Delhi
ORD-00210,2024-06-07,2024,6,Q2,Jun,CUST-0296,TSS-0132,Basics,Offline (Studio Store),XL,3,799,6.0,751.0,2253.0,873.0,1380.0,61.3,Delivered,False,UPI,Delhi
ORD-00211,2023-12-20,2023,12,Q4,Dec,CUST-0026,TSS-0121,Basics,D2C Website,XS,1,699,12.9,609.0,609.0,290.0,319.0,52.4,Delivered,False,Net Banking,Noida
ORD-00212,2023-12-20,2023,12,Q4,Dec,CUST-0026,TSS-0074,Harry Potter,D2C Website,XXL,1,699,17.8,575.0,575.0,211.0,364.0,63.3,Delivered,False,UPI,Noida
ORD-00213,2023-12-20,2023,12,Q4,Dec,CUST-0026,TSS-0138,Original Art,D2C Website,S,1,899,18.3,734.0,734.0,290.0,444.0,60.5,Delivered,False,Credit Card,Noida
ORD-00214,2023-08-26,2023,8,Q3,Aug,CUST-0050,TSS-0143,Original Art,Myntra,XXL,1,1099,13.6,950.0,950.0,461.0,489.0,51.5,Delivered,False,UPI,Pune
ORD-00215,2023-08-26,2023,8,Q3,Aug,CUST-0050,TSS-0094,Movies & TV,Myntra,S,1,999,13.1,868.0,868.0,351.0,517.0,59.6,Cancelled,False,Credit Card,Pune
ORD-00216,2023-08-26,2023,8,Q3,Aug,CUST-0050,TSS-0037,Friends,Myntra,L,1,1499,16.9,1246.0,1246.0,499.0,747.0,60.0,Delivered,False,Credit Card,Pune
ORD-00217,2024-08-24,2024,8,Q3,Aug,CUST-0202,TSS-0087,Music,Offline (Studio Store),L,1,599,8.6,547.0,547.0,212.0,335.0,61.2,Delivered,False,Net Banking,Mumbai
ORD-00218,2024-08-24,2024,8,Q3,Aug,CUST-0202,TSS-0130,Basics,Offline (Studio Store),L,1,1099,8.5,1005.0,1005.0,431.0,574.0,57.1,Cancelled,False,COD,Mumbai
ORD-00219,2024-09-24,2024,9,Q3,Sep,CUST-0158,TSS-0007,Marvel,Amazon,L,2,999,12.7,872.0,1744.0,686.0,1058.0,60.7,Delivered,False,Wallet,Visakhapatnam
ORD-00220,2024-09-24,2024,9,Q3,Sep,CUST-0158,TSS-0122,Basics,Amazon,XL,1,899,5.4,850.0,850.0,336.0,514.0,60.5,Cancelled,False,Credit Card,Visakhapatnam
ORD-00221,2024-09-24,2024,9,Q3,Sep,CUST-0158,TSS-0068,Harry Potter,Amazon,S,1,999,11.6,883.0,883.0,332.0,551.0,62.4,Delivered,False,Credit Card,Visakhapatnam
ORD-00222,2023-12-14,2023,12,Q4,Dec,CUST-0010,TSS-0053,Anime,D2C Website,XL,3,999,21.1,788.0,2364.0,960.0,1404.0,59.4,Delivered,False,Wallet,Chennai
ORD-00223,2023-09-18,2023,9,Q3,Sep,CUST-0071,TSS-0123,Basics,Amazon,M,1,699,9.2,635.0,635.0,239.0,396.0,62.4,Delivered,False,COD,Chennai
ORD-00224,2024-07-28,2024,7,Q3,Jul,CUST-0182,TSS-0068,Harry Potter,D2C Website,M,1,999,8.5,914.0,914.0,332.0,582.0,63.7,Delivered,False,Debit Card,Jaipur
ORD-00225,2024-07-28,2024,7,Q3,Jul,CUST-0182,TSS-0124,Basics,D2C Website,L,2,799,13.2,694.0,1388.0,648.0,740.0,53.3,Cancelled,False,Debit Card,Jaipur
ORD-00226,2023-12-26,2023,12,Q4,Dec,CUST-0246,TSS-0074,Harry Potter,D2C Website,XXL,2,699,20.4,557.0,1114.0,422.0,692.0,62.1,Delivered,False,Credit Card,Bhopal
ORD-00227,2023-12-26,2023,12,Q4,Dec,CUST-0246,TSS-0032,Friends,D2C Website,L,2,899,16.3,752.0,1504.0,682.0,822.0,54.7,Cancelled,False,Wallet,Bhopal
ORD-00228,2024-05-07,2024,5,Q2,May,CUST-0132,TSS-0138,Original Art,Amazon,XL,1,899,7.2,835.0,835.0,290.0,545.0,65.3,Delivered,False,COD,Gurgaon
ORD-00229,2022-03-22,2022,3,Q1,Mar,CUST-0123,TSS-0058,Anime,Flipkart,XL,1,799,9.8,721.0,721.0,271.0,450.0,62.4,Delivered,False,UPI,Nagpur
ORD-00230,2022-03-22,2022,3,Q1,Mar,CUST-0123,TSS-0060,Anime,Flipkart,XL,3,1599,16.7,1332.0,3996.0,1956.0,2040.0,51.1,Cancelled,False,Net Banking,Nagpur
ORD-00231,2022-03-22,2022,3,Q1,Mar,CUST-0123,TSS-0014,Marvel,Flipkart,XXL,2,799,14.2,686.0,1372.0,642.0,730.0,53.2,Delivered,False,Wallet,Nagpur
ORD-00232,2024-09-03,2024,9,Q3,Sep,CUST-0031,TSS-0060,Anime,Flipkart,M,2,1599,14.9,1361.0,2722.0,1304.0,1418.0,52.1,Returned,True,Credit Card,Mumbai
ORD-00233,2024-09-03,2024,9,Q3,Sep,CUST-0031,TSS-0137,Original Art,Flipkart,XXL,2,799,12.3,700.0,1400.0,634.0,766.0,54.7,Delivered,False,Net Banking,Mumbai
ORD-00234,2022-01-24,2022,1,Q1,Jan,CUST-0254,TSS-0075,Harry Potter,Myntra,XS,1,1699,14.4,1455.0,1455.0,679.0,776.0,53.3,Delivered,False,Debit Card,Gurgaon
ORD-00235,2022-01-24,2022,1,Q1,Jan,CUST-0254,TSS-0010,Marvel,Myntra,M,1,999,15.6,843.0,843.0,408.0,435.0,51.6,Delivered,False,COD,Gurgaon
ORD-00236,2022-01-24,2022,1,Q1,Jan,CUST-0254,TSS-0003,Marvel,Myntra,XL,1,699,15.7,589.0,589.0,245.0,344.0,58.4,Delivered,False,Wallet,Gurgaon
ORD-00237,2024-03-23,2024,3,Q1,Mar,CUST-0235,TSS-0087,Music,Offline (Studio Store),L,1,599,8.3,549.0,549.0,212.0,337.0,61.4,Delivered,False,COD,Bengaluru
ORD-00238,2024-12-17,2024,12,Q4,Dec,CUST-0208,TSS-0103,Movies & TV,Amazon,XL,1,999,16.2,838.0,838.0,359.0,479.0,57.2,Delivered,False,UPI,Delhi
ORD-00239,2023-07-15,2023,7,Q3,Jul,CUST-0134,TSS-0085,Music,Myntra,M,1,499,16.7,416.0,416.0,193.0,223.0,53.6,Delivered,False,Wallet,Gurgaon
ORD-00240,2023-07-15,2023,7,Q3,Jul,CUST-0134,TSS-0078,Music,Myntra,M,1,699,13.9,602.0,602.0,272.0,330.0,54.8,Delivered,False,Net Banking,Gurgaon
ORD-00241,2024-11-23,2024,11,Q4,Nov,CUST-0258,TSS-0031,Friends,D2C Website,XL,3,799,16.3,668.0,2004.0,792.0,1212.0,60.5,Cancelled,False,Wallet,Surat
ORD-00242,2024-11-23,2024,11,Q4,Nov,CUST-0258,TSS-0076,Music,D2C Website,XXL,2,899,21.9,702.0,1404.0,562.0,842.0,60.0,Delivered,False,Credit Card,Surat
ORD-00243,2023-08-17,2023,8,Q3,Aug,CUST-0042,TSS-0020,DC,Offline (Studio Store),L,2,1399,2.9,1358.0,2716.0,1008.0,1708.0,62.9,Delivered,False,COD,Mumbai
ORD-00244,2023-08-17,2023,8,Q3,Aug,CUST-0042,TSS-0145,Original Art,Offline (Studio Store),XXL,1,599,6.3,561.0,561.0,217.0,344.0,61.3,Cancelled,False,UPI,Mumbai
ORD-00245,2024-04-16,2024,4,Q2,Apr,CUST-0106,TSS-0131,Basics,Myntra,M,1,799,15.6,675.0,675.0,315.0,360.0,53.3,Cancelled,False,Net Banking,Jaipur
ORD-00246,2022-12-15,2022,12,Q4,Dec,CUST-0289,TSS-0079,Music,D2C Website,L,2,899,21.3,707.0,1414.0,668.0,746.0,52.8,Delivered,False,Net Banking,Hyderabad
ORD-00247,2022-12-15,2022,12,Q4,Dec,CUST-0289,TSS-0006,Marvel,D2C Website,M,3,1599,14.9,1360.0,4080.0,2010.0,2070.0,50.7,Delivered,False,Net Banking,Hyderabad
ORD-00248,2023-09-06,2023,9,Q3,Sep,CUST-0017,TSS-0108,Sports,Flipkart,M,1,799,16.9,664.0,664.0,304.0,360.0,54.2,Cancelled,False,Net Banking,Chennai
ORD-00249,2023-09-06,2023,9,Q3,Sep,CUST-0017,TSS-0096,Movies & TV,Flipkart,S,3,1399,9.6,1264.0,3792.0,1443.0,2349.0,61.9,Delivered,False,Wallet,Chennai
ORD-00250,2022-08-18,2022,8,Q3,Aug,CUST-0179,TSS-0033,Friends,Flipkart,XL,1,899,14.8,766.0,766.0,356.0,410.0,53.5,Returned,True,UPI,Gurgaon
ORD-00251,2023-11-24,2023,11,Q4,Nov,CUST-0153,TSS-0137,Original Art,Amazon,L,1,799,14.5,683.0,683.0,317.0,366.0,53.6,Delivered,False,Wallet,Mumbai
ORD-00252,2022-11-22,2022,11,Q4,Nov,CUST-0058,TSS-0005,Marvel,Amazon,M,1,1699,12.2,1491.0,1491.0,574.0,917.0,61.5,Delivered,False,Credit Card,Mumbai
ORD-00253,2023-01-08,2023,1,Q1,Jan,CUST-0023,TSS-0015,Marvel,D2C Website,L,3,799,8.1,734.0,2202.0,723.0,1479.0,67.2,Delivered,False,COD,Delhi
ORD-00254,2022-10-05,2022,10,Q4,Oct,CUST-0165,TSS-0134,Basics,Flipkart,M,3,899,16.6,750.0,2250.0,936.0,1314.0,58.4,Delivered,False,Wallet,Bengaluru
ORD-00255,2022-10-05,2022,10,Q4,Oct,CUST-0165,TSS-0057,Anime,Flipkart,S,1,799,23.2,614.0,614.0,290.0,324.0,52.8,Cancelled,False,COD,Bengaluru
ORD-00256,2022-10-05,2022,10,Q4,Oct,CUST-0165,TSS-0106,Sports,Flipkart,XS,1,699,19.6,562.0,562.0,257.0,305.0,54.3,Cancelled,False,Credit Card,Bengaluru
ORD-00257,2023-09-23,2023,9,Q3,Sep,CUST-0116,TSS-0119,Sports,Amazon,M,1,899,12.3,788.0,788.0,317.0,471.0,59.8,Delivered,False,Net Banking,Kolkata
ORD-00258,2023-12-11,2023,12,Q4,Dec,CUST-0125,TSS-0116,Sports,Amazon,M,1,799,16.4,668.0,668.0,271.0,397.0,59.4,Delivered,False,UPI,Mumbai
ORD-00259,2023-12-11,2023,12,Q4,Dec,CUST-0125,TSS-0095,Movies & TV,Amazon,L,2,1399,17.4,1155.0,2310.0,1148.0,1162.0,50.3,Cancelled,False,Credit Card,Mumbai
ORD-00260,2023-06-01,2023,6,Q2,Jun,CUST-0171,TSS-0049,Anime,Myntra,L,1,699,19.7,561.0,561.0,224.0,337.0,60.1,Cancelled,False,Credit Card,Kolkata
ORD-00261,2023-12-08,2023,12,Q4,Dec,CUST-0105,TSS-0073,Harry Potter,Myntra,S,1,699,25.5,521.0,521.0,214.0,307.0,58.9,Cancelled,False,Net Banking,Mumbai
ORD-00262,2023-12-08,2023,12,Q4,Dec,CUST-0105,TSS-0098,Movies & TV,Myntra,XL,1,1199,25.5,893.0,893.0,380.0,513.0,57.4,Delivered,False,Debit Card,Mumbai
ORD-00263,2023-04-19,2023,4,Q2,Apr,CUST-0161,TSS-0038,Friends,Amazon,M,3,1599,7.1,1486.0,4458.0,1815.0,2643.0,59.3,Cancelled,False,Debit Card,Ahmedabad
ORD-00264,2023-04-19,2023,4,Q2,Apr,CUST-0161,TSS-0005,Marvel,Amazon,XXL,1,1699,6.2,1593.0,1593.0,574.0,1019.0,64.0,Delivered,False,Net Banking,Ahmedabad
ORD-00265,2024-05-22,2024,5,Q2,May,CUST-0282,TSS-0126,Basics,Amazon,L,1,999,12.7,872.0,872.0,384.0,488.0,56.0,Delivered,False,Wallet,Nagpur
ORD-00266,2022-02-24,2022,2,Q1,Feb,CUST-0181,TSS-0048,Anime,D2C Website,S,1,699,14.3,599.0,599.0,256.0,343.0,57.3,Delivered,False,COD,Nagpur
ORD-00267,2024-03-03,2024,3,Q1,Mar,CUST-0018,TSS-0013,Marvel,D2C Website,S,1,799,8.1,734.0,734.0,335.0,399.0,54.4,Delivered,False,UPI,Gurgaon
ORD-00268,2024-03-03,2024,3,Q1,Mar,CUST-0018,TSS-0002,Marvel,D2C Website,L,1,899,8.7,820.0,820.0,348.0,472.0,57.6,Cancelled,False,Wallet,Gurgaon
ORD-00269,2024-03-03,2024,3,Q1,Mar,CUST-0018,TSS-0106,Sports,D2C Website,S,1,699,10.9,623.0,623.0,257.0,366.0,58.7,Delivered,False,UPI,Gurgaon
ORD-00270,2024-11-18,2024,11,Q4,Nov,CUST-0272,TSS-0005,Marvel,D2C Website,M,1,1699,24.9,1276.0,1276.0,574.0,702.0,55.0,Delivered,False,Credit Card,Chandigarh
ORD-00271,2024-11-18,2024,11,Q4,Nov,CUST-0272,TSS-0129,Basics,D2C Website,L,2,899,17.6,741.0,1482.0,678.0,804.0,54.3,Cancelled,False,UPI,Chandigarh
ORD-00272,2024-11-18,2024,11,Q4,Nov,CUST-0272,TSS-0111,Sports,D2C Website,S,1,1399,17.9,1149.0,1149.0,446.0,703.0,61.2,Delivered,False,Debit Card,Chandigarh
